171.934389	0.005493164
172.988274	0.006103516
174.012498	0.00579834
175.012624	0.007019043
176.016456	0.00793457
177.016581	0.007629395
178.016706	0.007629395
179.016831	0.007629395
180.015103	0.008850098
181.017082	0.00793457
182.015353	0.009155273
183.019186	0.008850098
184.020238	0.01037598
185.013875	0.009765625
186.015853	0.01098633
187.016905	0.01037598
188.016104	0.01098633
189.016229	0.01251221
190.016354	0.01098633
191.016479	0.01190186
192.015677	0.01220703
193.015802	0.01251221
194.016854	0.01281738
195.016052	0.01312256
196.016177	0.01220703
197.016303	0.01373291
198.015501	0.01342773
199.02026	0.01281738
200.020386	0.01281738
201.020511	0.01251221
202.016928	0.01251221
203.016126	0.01342773
204.015325	0.01281738
205.016377	0.01281738
206.016502	0.01159668
207.016627	0.01190186
208.016752	0.01159668
209.015023	0.01159668
210.016075	0.01159668
211.0162	0.01190186
212.016325	0.0100708
213.01645	0.0100708
214.016576	0.008850098
215.015774	0.009765625
216.016826	0.0100708
217.01417	0.008544922
218.017076	0.009155273
219.015347	0.007324219
220.016399	0.00793457
221.016524	0.006713867
222.015723	0.007324219
223.015848	0.007324219
224.015973	0.006408691
225.017025	0.006103516
226.018077	0.007019043
227.015421	0.005187988
228.015546	0.006103516
229.014744	0.005187988
230.015796	0.006103516
231.016848	0.004882812
232.016047	0.004882812
233.016172	0.004577637
234.01537	0.003662109
235.016422	0.005493164
236.019328	0.003662109
237.018526	0.004882812
238.016797	0.004577637
239.015995	0.003967285
240.01612	0.004272461
241.015319	0.003662109
242.015444	0.002441406
243.015569	0.003662109
244.017548	0.002441406
245.014892	0.003662109
246.015944	0.003356934
247.016069	0.004272461
248.016194	0.002746582
249.020027	0.003051758
250.020152	0.003356934
