Wednesday, November 10, 2004 11:10:02 PM
171.934389	5.493164E-3	-4.119873E-1	226.930
172.988274	6.103516E-3	-4.113770E-1	226.900
174.012498	5.798340E-3	-4.095459E-1	226.930
175.012624	7.019043E-3	-4.077148E-1	226.900
176.016456	7.934570E-3	-4.040527E-1	226.900
177.016581	7.629395E-3	-4.019165E-1	226.930
178.016706	7.629395E-3	-3.988647E-1	226.930
179.016831	7.629395E-3	-3.955078E-1	226.960
180.015103	8.850098E-3	-3.927612E-1	226.900
181.017082	7.934570E-3	-3.897095E-1	226.900
182.015353	9.155273E-3	-3.863525E-1	226.930
183.019186	8.850098E-3	-3.826904E-1	226.900
184.020238	1.037598E-2	-3.784180E-1	226.900
185.013875	9.765625E-3	-3.753662E-1	226.900
186.015853	1.098633E-2	-3.723145E-1	227.020
187.016905	1.037598E-2	-3.671265E-1	226.930
188.016104	1.098633E-2	-3.628540E-1	226.930
189.016229	1.251221E-2	-3.579712E-1	226.930
190.016354	1.098633E-2	-3.533936E-1	226.870
191.016479	1.190186E-2	-3.482056E-1	226.870
192.015677	1.220703E-2	-3.439331E-1	226.870
193.015802	1.251221E-2	-3.384399E-1	226.900
194.016854	1.281738E-2	-3.326416E-1	226.840
195.016052	1.312256E-2	-3.271484E-1	226.900
196.016177	1.220703E-2	-3.225708E-1	226.900
197.016303	1.373291E-2	-3.176880E-1	226.900
198.015501	1.342773E-2	-3.121948E-1	226.900
199.020260	1.281738E-2	-3.060913E-1	226.840
200.020386	1.281738E-2	-3.002930E-1	226.870
201.020511	1.251221E-2	-2.938843E-1	226.870
202.016928	1.251221E-2	-2.890015E-1	226.870
203.016126	1.342773E-2	-2.841187E-1	226.930
204.015325	1.281738E-2	-2.774048E-1	226.840
205.016377	1.281738E-2	-2.703857E-1	226.810
206.016502	1.159668E-2	-2.648926E-1	226.870
207.016627	1.190186E-2	-2.587891E-1	226.870
208.016752	1.159668E-2	-2.539062E-1	226.840
209.015023	1.159668E-2	-2.478027E-1	226.870
210.016075	1.159668E-2	-2.423096E-1	226.840
211.016200	1.190186E-2	-2.371216E-1	226.870
212.016325	1.007080E-2	-2.313232E-1	226.810
213.016450	1.007080E-2	-2.252197E-1	226.810
214.016576	8.850098E-3	-2.203369E-1	226.810
215.015774	9.765625E-3	-2.163696E-1	226.870
216.016826	1.007080E-2	-2.117920E-1	226.840
217.014170	8.544922E-3	-2.066040E-1	226.810
218.017076	9.155273E-3	-2.005005E-1	226.840
219.015347	7.324219E-3	-1.965332E-1	226.840
220.016399	7.934570E-3	-1.913452E-1	226.870
221.016524	6.713867E-3	-1.879883E-1	226.870
222.015723	7.324219E-3	-1.840210E-1	226.840
223.015848	7.324219E-3	-1.818848E-1	226.810
224.015973	6.408691E-3	-1.785278E-1	226.840
225.017025	6.103516E-3	-1.751709E-1	226.840
226.018077	7.019043E-3	-1.702881E-1	226.810
227.015421	5.187988E-3	-1.663208E-1	226.840
228.015546	6.103516E-3	-1.629639E-1	226.840
229.014744	5.187988E-3	-1.596069E-1	226.810
230.015796	6.103516E-3	-1.568604E-1	226.810
231.016848	4.882812E-3	-1.544189E-1	226.690
232.016047	4.882812E-3	-1.507568E-1	226.810
233.016172	4.577637E-3	-1.492310E-1	226.840
234.015370	3.662109E-3	-1.480103E-1	226.810
235.016422	5.493164E-3	-1.461792E-1	226.810
236.019328	3.662109E-3	-1.428223E-1	226.810
237.018526	4.882812E-3	-1.379395E-1	226.810
238.016797	4.577637E-3	-1.345825E-1	226.810
239.015995	3.967285E-3	-1.321411E-1	226.810
240.016120	4.272461E-3	-1.287842E-1	226.810
241.015319	3.662109E-3	-1.263428E-1	226.810
242.015444	2.441406E-3	-1.235962E-1	226.750
243.015569	3.662109E-3	-1.211548E-1	226.780
244.017548	2.441406E-3	-1.193237E-1	226.780
245.014892	3.662109E-3	-1.162720E-1	226.810
246.015944	3.356934E-3	-1.129150E-1	226.780
247.016069	4.272461E-3	-1.107788E-1	226.840
248.016194	2.746582E-3	-1.086426E-1	226.840
249.020027	3.051758E-3	-1.058960E-1	226.810
250.020152	3.356934E-3	-1.040649E-1	226.750
